pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
214;Mega Heracross;Skaraborn;2;Normal;Single Horn;2;Bug;Fighting;1.7;62.5;80;185;115;40;105;75;45;50.0;25;1;2;1;1;0.5;1;0.5;1;0.5;4;2;0.5;1;1;1;0.5;1;2
215;Sneasel;Sniebel;2;Normal;Sharp Claw;2;Dark;Ice;0.9;28.0;55;95;55;35;75;115;60;50.0;20;1;2;1;1;1;0.5;4;1;1;1;0;2;2;0.5;1;0.5;2;2
216;Teddiursa;Teddiursa;2;Normal;Little Bear;1;Normal;;0.6;8.8;60;80;50;50;50;40;120;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
217;Ursaring;Ursaring;2;Normal;Hibernator;1;Normal;;1.8;125.8;90;130;75;75;75;55;60;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
218;Slugma;Schneckmag;2;Normal;Lava;1;Fire;;0.7;35.0;40;40;40;70;40;20;190;50.0;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
219;Magcargo;Magcargo;2;Normal;Lava;2;Fire;Rock;0.8;55.0;60;50;120;90;80;30;75;50.0;20;0.5;0.25;4;1;1;0.5;2;0.5;4;0.5;1;0.5;2;1;1;1;1;0.5
220;Swinub;Quiekel;2;Normal;Pig;2;Ice;Ground;0.4;6.5;50;50;40;30;30;50;225;50.0;20;1;2;2;0;2;1;2;0.5;1;1;1;1;1;1;1;1;2;1
221;Piloswine;Keifel;2;Normal;Swine;2;Ice;Ground;1.1;55.8;100;100;80;60;60;50;75;50.0;20;1;2;2;0;2;1;2;0.5;1;1;1;1;1;1;1;1;2;1
222;Corsola;Corasonn;2;Normal;Coral;2;Water;Rock;0.6;5.0;65;55;95;65;95;35;60.0;25.0;20;0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1
222;Galarian Corsola;Corasonn;2;Normal;Coral;1;Ghost;;0.6;0.5;60;55;100;65;100;30;;;20;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
223;Remoraid;Remoraid;2;Normal;Jet;1;Water;;0.6;12.0;35;65;35;65;35;65;190;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
224;Octillery;Octillery;2;Normal;Jet;1;Water;;0.9;28.5;75;105;75;105;75;45;75;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
225;Delibird;Botogel;2;Normal;Delivery;2;Ice;Flying;0.9;16.0;45;55;45;65;45;75;45;50.0;20;1;2;1;2;0.5;1;1;1;0;1;1;0.5;4;1;1;1;2;1
226;Mantine;Mantax;2;Normal;Kite;2;Water;Flying;2.1;220.0;85;40;70;80;140;70;25;50.0;25;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
227;Skarmory;Panzaeron;2;Normal;Armor Bird;2;Steel;Flying;1.7;50.5;65;80;140;40;70;70;25;50.0;25;0.5;2;1;2;0.25;1;1;0;0;0.5;0.5;0.25;1;1;0.5;1;0.5;0.5
228;Houndour;Hunduster;2;Normal;Dark;2;Dark;Fire;0.6;10.8;45;60;30;80;50;65;120;50.0;20;1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1
229;Houndoom;Hundemon;2;Normal;Dark;2;Dark;Fire;1.4;35.0;75;90;50;110;80;95;45;50.0;20;1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1
229;Mega Houndoom;Hundemon;2;Normal;Dark;2;Dark;Fire;1.9;49.5;75;90;90;140;90;115;45;50.0;20;1;0;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1
230;Kingdra;Seedraking;2;Normal;Dragon;2;Water;Dragon;1.8;152.0;75;95;95;95;95;85;45;50.0;20;1;0.25;0.25;1;1;1;1;1;1;1;1;1;1;1;2;1;0.5;2
231;Phanpy;Phanpy;2;Normal;Long Nose;1;Ground;;0.5;33.5;90;60;60;40;40;40;120;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
232;Donphan;Donphan;2;Normal;Armor;1;Ground;;1.1;120.0;90;120;120;60;60;50;60;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
233;Porygon2;Porygon2;2;Normal;Virtual;1;Normal;;0.6;32.5;85;80;90;105;95;60;45;;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
234;Stantler;Damhirplex;2;Normal;Big Horn;1;Normal;;1.4;71.2;73;95;62;85;65;85;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
235;Smeargle;Farbeagle;2;Normal;Painter;1;Normal;;1.2;58.0;55;20;35;20;45;75;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
236;Tyrogue;Rabauz;2;Normal;Scuffle;1;Fighting;;0.7;21.0;35;35;35;35;35;35;75;100.0;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
237;Hitmontop;Kapoera;2;Normal;Handstand;1;Fighting;;1.4;48.0;50;95;95;35;110;70;45;100.0;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
238;Smoochum;Kussilla;2;Normal;Kiss;2;Ice;Psychic;0.4;6.0;45;30;15;85;65;65;45;0.0;25;1;2;1;1;1;0.5;1;1;1;1;0.5;2;2;2;1;2;2;1
239;Elekid;Elekid;2;Normal;Electric;1;Electric;;0.6;23.5;45;63;37;65;55;95;45;75.0;25;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
240;Magby;Magby;2;Normal;Live Coal;1;Fire;;0.7;21.4;45;75;37;70;55;83;45;75.0;25;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
241;Miltank;Miltank;2;Normal;Milk Cow;1;Normal;;1.2;75.5;95;80;105;40;70;100;45;0.0;20;1;0.5;1;1;1;0.5;2;1;1;1;1;1;1;0;1;1;1;1
242;Blissey;Heiteira;2;Normal;Happiness;1;Normal;;1.5;46.8;255;10;10;75;135;55;30;0.0;40;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
243;Raikou;Raikou;2;Sub Legendary;Thunder;1;Electric;;1.9;178.0;90;85;75;115;100;115;3;;80;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
244;Entei;Entei;2;Sub Legendary;Volcano;1;Fire;;2.1;198.0;115;115;85;90;75;100;3;;80;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
245;Suicune;Suicune;2;Sub Legendary;Aurora;1;Water;;2.0;187.0;100;75;115;90;115;85;3;;80;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
246;Larvitar;Larvitar;2;Normal;Rock Skin;2;Rock;Ground;0.6;72.0;50;64;50;45;50;41;45;50.0;40;0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1
247;Pupitar;Pupitar;2;Normal;Hard Shell;2;Rock;Ground;1.2;152.0;70;84;70;65;70;51;45;50.0;40;0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1
248;Tyranitar;Despotar;2;Normal;Armor;2;Rock;Dark;2.0;202.0;100;134;110;95;100;61;45;50.0;40;0.5;0.5;2;1;2;1;4;0.5;2;0.5;0;2;1;0.5;1;0.5;2;2
248;Mega Tyranitar;Despotar;2;Normal;Armor;2;Rock;Dark;2.5;255.0;100;164;150;95;120;71;45;50.0;40;0.5;0.5;2;1;2;1;4;0.5;2;0.5;0;2;1;0.5;1;0.5;2;2
249;Lugia;Lugia;2;Legendary;Diving;2;Psychic;Flying;5.2;216.0;106;90;130;90;154;110;3;;120;1;1;1;2;0.5;2;0.25;1;0;1;0.5;1;2;2;1;2;1;1
250;Ho-oh;Ho-Oh;2;Legendary;Rainbow;2;Fire;Flying;3.8;199.0;106;130;90;110;154;90;3;;120;1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5
251;Celebi;Celebi;2;Mythical;Time Travel;2;Psychic;Grass;0.6;5.0;100;100;100;100;100;100;45;;120;1;2;0.5;0.5;0.5;2;0.5;2;0.5;2;0.5;4;1;2;1;2;1;1
252;Treecko;Geckarbor;3;Normal;Wood Gecko;1;Grass;;0.5;5.0;40;45;35;65;55;70;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
253;Grovyle;Reptain;3;Normal;Wood Gecko;1;Grass;;0.9;21.6;50;65;45;85;65;95;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
254;Sceptile;Gewaldro;3;Normal;Forest;1;Grass;;1.7;52.2;70;85;65;105;85;120;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
254;Mega Sceptile;Gewaldro;3;Normal;Forest;2;Grass;Dragon;1.9;55.2;70;110;75;145;85;145;45;87.5;20;1;1;0.25;0;0.25;4;1;2;0.5;2;1;2;1;1;2;1;1;2
255;Torchic;Flemmli;3;Normal;Chick;1;Fire;;0.4;2.5;45;60;40;70;50;45;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
256;Combusken;Jungglut;3;Normal;Young Fowl;2;Fire;Fighting;0.9;19.5;60;85;60;85;60;55;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
257;Blaziken;Lohgock;3;Normal;Blaze;2;Fire;Fighting;1.9;52.0;80;120;70;110;70;80;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
257;Mega Blaziken;Lohgock;3;Normal;Blaze;2;Fire;Fighting;1.9;52.0;80;160;80;130;80;100;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
258;Mudkip;Hydropi;3;Normal;Mud Fish;1;Water;;0.4;7.6;50;70;50;50;50;40;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
259;Marshtomp;Moorabbel;3;Normal;Mud Fish;2;Water;Ground;0.7;28.0;70;85;70;60;70;50;45;87.5;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
260;Swampert;Sumpex;3;Normal;Mud Fish;2;Water;Ground;1.5;81.9;100;110;90;85;90;60;45;87.5;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
260;Mega Swampert;Sumpex;3;Normal;Mud Fish;2;Water;Ground;1.9;102.0;100;150;110;95;110;70;45;87.5;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
261;Poochyena;Fiffyen;3;Normal;Bite;1;Dark;;0.5;13.6;35;55;35;30;30;35;255;50.0;15;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
262;Mightyena;Magnayen;3;Normal;Bite;1;Dark;;1.0;37.0;70;90;70;60;60;70;127;50.0;15;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
263;Zigzagoon;Zigzachs;3;Normal;TinyRaccoon;1;Normal;;0.4;17.5;38;30;41;30;41;60;255.0;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
263;Galarian Zigzagoon;Zigzachs;3;Normal;Tiny Raccoon;2;Dark;Normal;0.4;17.5;38;30;41;30;41;60;;;15;1;1;1;1;1;1;4;1;1;1;0;2;1;0;1;0.5;1;2
264;Linoone;Geradaks;3;Normal;Rushing;1;Normal;;0.5;32.5;78;70;61;50;61;100;90.0;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
264;Galarian Linoone;Geradaks;3;Normal;Rushing;2;Dark;Normal;0.5;32.5;78;70;61;50;61;100;;;15;1;1;1;1;1;1;4;1;1;1;0;2;1;0;1;0.5;1;2
265;Wurmple;Waumpel;3;Normal;Worm;1;Bug;;0.3;3.6;45;45;35;20;30;20;255;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
266;Silcoon;Schaloko;3;Normal;Cocoon;1;Bug;;0.6;10.0;50;35;55;25;25;15;120;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
267;Beautifly;Papinella;3;Normal;Butterfly;2;Bug;Flying;1.0;28.4;60;70;50;100;50;65;45;50.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
268;Cascoon;Panekon;3;Normal;Cocoon;1;Bug;;0.7;11.5;50;35;55;25;25;15;120;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
269;Dustox;Pudox;3;Normal;Poison Moth;2;Bug;Poison;1.2;31.6;60;50;70;50;90;65;45;50.0;15;1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5
270;Lotad;Loturzel;3;Normal;Water Weed;2;Water;Grass;0.5;2.6;40;30;30;40;50;30;255;50.0;15;1;1;0.25;1;1;1;1;2;0.5;2;1;2;1;1;1;1;0.5;1
271;Lombre;Lombrero;3;Normal;Jolly;2;Water;Grass;1.2;32.5;60;50;50;60;70;50;120;50.0;15;1;1;0.25;1;1;1;1;2;0.5;2;1;2;1;1;1;1;0.5;1
272;Ludicolo;Kappalores;3;Normal;Carefree;2;Water;Grass;1.5;55.0;80;70;70;90;100;70;45;50.0;15;1;1;0.25;1;1;1;1;2;0.5;2;1;2;1;1;1;1;0.5;1
273;Seedot;Samurzel;3;Normal;Acorn;1;Grass;;0.5;4.0;40;40;50;30;30;30;255;50.0;15;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
274;Nuzleaf;Blanas;3;Normal;Wily;2;Grass;Dark;1.0;28.0;70;70;40;60;40;60;120;50.0;15;1;2;0.5;0.5;0.5;2;2;2;0.5;2;0;4;1;0.5;1;0.5;1;2
275;Shiftry;Tengulist;3;Normal;Wicked;2;Grass;Dark;1.3;59.6;90;100;60;90;60;80;45;50.0;15;1;2;0.5;0.5;0.5;2;2;2;0.5;2;0;4;1;0.5;1;0.5;1;2
276;Taillow;Schwalbini;3;Normal;TinySwallow;2;Normal;Flying;0.3;2.3;40;55;30;30;30;85;200;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
277;Swellow;Schwalboss;3;Normal;Swallow;2;Normal;Flying;0.7;19.8;60;85;60;75;50;125;45;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
278;Wingull;Wingull;3;Normal;Seagull;2;Water;Flying;0.6;9.5;40;30;30;55;30;85;190;50.0;20;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
279;Pelipper;Pelipper;3;Normal;Water Bird;2;Water;Flying;1.2;28.0;60;50;100;95;70;65;45;50.0;20;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
280;Ralts;Trasla;3;Normal;Feeling;2;Psychic;Fairy;0.4;6.6;28;25;25;45;35;40;235;50.0;20;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
281;Kirlia;Kirlia;3;Normal;Emotion;2;Psychic;Fairy;0.8;20.2;38;35;35;65;55;50;120;50.0;20;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
282;Gardevoir;Guardevoir;3;Normal;Embrace;2;Psychic;Fairy;1.6;48.4;68;65;65;125;115;80;45;50.0;20;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
282;Mega Gardevoir;Guardevoir;3;Normal;Embrace;2;Psychic;Fairy;1.6;48.4;68;85;65;165;135;100;45;50.0;20;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
283;Surskit;Gehweiher;3;Normal;Pond Skater;2;Bug;Water;0.5;1.7;40;30;32;50;52;65;200;50.0;15;1;1;0.5;2;1;0.5;0.5;1;0.5;2;1;1;2;1;1;1;0.5;1
284;Masquerain;Maskeregen;3;Normal;Eyeball;2;Bug;Flying;0.8;3.6;70;60;62;100;82;80;75;50.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
285;Shroomish;Knilz;3;Normal;Mushroom;1;Grass;;0.4;4.5;60;40;60;40;60;35;255;50.0;15;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
286;Breloom;Kapilz;3;Normal;Mushroom;2;Grass;Fighting;1.2;39.2;60;130;80;60;60;70;90;50.0;15;1;2;0.5;0.5;0.5;2;1;2;0.5;4;2;1;0.5;1;1;0.5;1;2
287;Slakoth;Bummelz;3;Normal;Slacker;1;Normal;;0.8;24.0;60;60;60;35;35;30;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
288;Vigoroth;Muntier;3;Normal;Wild Monkey;1;Normal;;1.4;46.5;80;80;80;55;55;90;120;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
289;Slaking;Letarking;3;Normal;Lazy;1;Normal;;2.0;130.5;150;160;100;95;65;100;45;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
290;Nincada;Nincada;3;Normal;Trainee;2;Bug;Ground;0.5;5.5;31;45;90;30;30;40;255;50.0;15;1;2;2;0;1;2;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1
291;Ninjask;Ninjask;3;Normal;Ninja;2;Bug;Flying;0.8;12.0;61;90;45;50;50;160;120;50.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
292;Shedinja;Ninjatom;3;Normal;Shed;2;Bug;Ghost;0.8;1.2;1;90;45;30;30;40;45;;15;0;2;0;0;0;0;0;0;0;2;0;0;2;2;0;2;0;0
293;Whismur;Flurmel;3;Normal;Whisper;1;Normal;;0.6;16.3;64;51;23;51;23;28;190;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
294;Loudred;Krakeelo;3;Normal;Big Voice;1;Normal;;1.0;40.5;84;71;43;71;43;48;120;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
295;Exploud;Krawumms;3;Normal;Loud Noise;1;Normal;;1.5;84.0;104;91;63;91;73;68;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
296;Makuhita;Makuhita;3;Normal;Guts;1;Fighting;;1.0;86.4;72;60;30;20;30;25;180;75.0;20;1;0.5;1;1;1;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
297;Hariyama;Hariyama;3;Normal;Arm Thrust;1;Fighting;;2.3;253.8;144;120;60;40;60;50;200;75.0;20;1;0.5;1;1;1;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
298;Azurill;Azurill;3;Normal;Polka Dot;2;Normal;Fairy;0.2;2.0;50;20;40;20;40;20;150;25.0;10;1;0.5;1;1;1;0.5;1;2;1;1;1;0.5;1;0;0;0.5;2;1
299;Nosepass;Nasgnet;3;Normal;Compass;1;Rock;;1.0;97.0;30;45;135;45;90;30;255;50.0;20;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
300;Skitty;Eneco;3;Normal;Kitten;1;Normal;;0.6;11.0;50;45;45;35;35;50;255;25.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
301;Delcatty;Enekoro;3;Normal;Prim;1;Normal;;1.1;32.6;70;65;65;55;55;90;60;25.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
302;Sableye;Zobiris;3;Normal;Darkness;2;Dark;Ghost;0.5;11.0;50;75;75;65;65;50;45;50.0;25;0;1;1;1;1;1;0;0.5;1;1;0;1;1;1;1;1;1;2
302;Mega Sableye;Zobiris;3;Normal;Darkness;2;Dark;Ghost;0.5;161.0;50;85;125;85;115;20;45;50.0;25;0;1;1;1;1;1;0;0.5;1;1;0;1;1;1;1;1;1;2
303;Mawile;Flunkifer;3;Normal;Deceiver;2;Steel;Fairy;0.6;11.5;50;85;85;55;55;50;45;50.0;20;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.5;0.25;0.5;1;0;0.5;1;0.5
303;Mega Mawile;Flunkifer;3;Normal;Deceiver;2;Steel;Fairy;1.0;23.5;50;105;125;55;95;50;45;50.0;20;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.5;0.25;0.5;1;0;0.5;1;0.5
304;Aron;Stollunior;3;Normal;Iron Armor;2;Steel;Rock;0.4;60.0;50;70;100;40;40;30;180;50.0;35;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
305;Lairon;Stollrak;3;Normal;Iron Armor;2;Steel;Rock;0.9;120.0;60;90;140;50;50;40;90;50.0;35;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
306;Aggron;Stolloss;3;Normal;Iron Armor;2;Steel;Rock;2.1;360.0;70;110;180;60;60;50;45;50.0;35;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
306;Mega Aggron;Stolloss;3;Normal;Iron Armor;1;Steel;;2.2;395.0;70;140;230;60;80;50;45;50.0;35;0.5;1.5;1;1;0.5;0.5;1.5;0;1.5;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
307;Meditite;Meditie;3;Normal;Meditate;2;Fighting;Psychic;0.6;11.2;30;40;55;40;55;60;180;50.0;20;1;1;1;1;1;1;0.5;1;1;2;1;1;0.5;2;1;1;1;2
308;Medicham;Meditalis;3;Normal;Meditate;2;Fighting;Psychic;1.3;31.5;60;60;75;60;75;80;90;50.0;20;1;1;1;1;1;1;0.5;1;1;2;1;1;0.5;2;1;1;1;2
308;Mega Medicham;Meditalis;3;Normal;Meditate;2;Fighting;Psychic;1.3;31.5;60;100;85;80;85;100;90;50.0;20;1;1;1;1;1;1;0.5;1;1;2;1;1;0.5;2;1;1;1;2
309;Electrike;Frizelbliz;3;Normal;Lightning;1;Electric;;0.6;15.2;40;45;40;65;40;65;120;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
310;Manectric;Voltenso;3;Normal;Discharge;1;Electric;;1.5;40.2;70;75;60;105;60;105;45;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
310;Mega Manectric;Voltenso;3;Normal;Discharge;1;Electric;;1.8;44.0;70;75;80;135;80;135;45;50.0;20;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
311;Plusle;Plusle;3;Normal;Cheering;1;Electric;;0.4;4.2;60;50;40;85;75;95;200;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
312;Minun;Minun;3;Normal;Cheering;1;Electric;;0.4;4.2;60;40;50;75;85;95;200;50.0;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
313;Volbeat;Volbeat;3;Normal;Firefly;1;Bug;;0.7;17.7;65;73;75;47;85;85;150;100.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
314;Illumise;Illumise;3;Normal;Firefly;1;Bug;;0.6;17.7;65;47;75;73;85;85;150;0.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
315;Roselia;Roselia;3;Normal;Thorn;2;Grass;Poison;0.3;2.0;50;60;45;100;80;65;150;50.0;20;1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5
316;Gulpin;Schluppuck;3;Normal;Stomach;1;Poison;;0.4;10.3;70;43;53;43;53;40;225;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
317;Swalot;Schlukwech;3;Normal;Poison Bag;1;Poison;;1.7;80.0;100;73;83;73;83;55;75;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
318;Carvanha;Kanivanha;3;Normal;Savage;2;Water;Dark;0.8;20.8;45;90;20;65;20;65;225;50.0;20;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
319;Sharpedo;Tohaido;3;Normal;Brutal;2;Water;Dark;1.8;88.8;70;120;40;95;40;95;60;50.0;20;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
319;Mega Sharpedo;Tohaido;3;Normal;Brutal;2;Water;Dark;2.5;130.3;70;140;70;110;65;105;60;50.0;20;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
320;Wailmer;Wailmer;3;Normal;Ball Whale;1;Water;;2.0;130.0;130;70;35;70;35;60;125;50.0;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
321;Wailord;Wailord;3;Normal;Float Whale;1;Water;;14.5;398.0;170;90;45;90;45;60;60;50.0;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
322;Numel;Camaub;3;Normal;Numb;2;Fire;Ground;0.7;24.0;60;60;40;65;45;35;255;50.0;20;1;0.5;4;0;1;1;1;0.5;2;1;1;0.5;1;1;1;1;0.5;0.5
323;Camerupt;Camerupt;3;Normal;Eruption;2;Fire;Ground;1.9;220.0;70;100;70;105;75;40;150;50.0;20;1;0.5;4;0;1;1;1;0.5;2;1;1;0.5;1;1;1;1;0.5;0.5
323;Mega Camerupt;Camerupt;3;Normal;Eruption;2;Fire;Ground;2.5;320.5;70;120;100;145;105;20;150;50.0;20;1;0.5;3;0;1;1;1;0.5;1.5;1;1;0.5;1;1;1;1;0.5;0.5
324;Torkoal;Qurtel;3;Normal;Coal;1;Fire;;0.5;80.4;70;85;140;85;70;20;90;50.0;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
325;Spoink;Spoink;3;Normal;Bounce;1;Psychic;;0.7;30.6;60;25;35;70;80;60;255;50.0;20;1;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;2;1;2;1;1
326;Grumpig;Groink;3;Normal;Manipulate;1;Psychic;;0.9;71.5;80;45;65;90;110;80;60;50.0;20;1;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;2;1;2;1;1
327;Spinda;Pandir;3;Normal;Spot Panda;1;Normal;;1.1;5.0;60;60;60;60;60;60;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
328;Trapinch;Knacklion;3;Normal;Ant Pit;1;Ground;;0.7;15.0;45;100;45;45;45;10;255;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
